Year,Engine_Size,Mileage,Doors,Owner_Count,Model,Brand_BMW,Brand_Chevrolet,Brand_Ford,Brand_Honda,Brand_Hyundai,Brand_Kia,Brand_Mercedes,Brand_Toyota,Brand_Volkswagen,Fuel_Type_Electric,Fuel_Type_Hybrid,Fuel_Type_Petrol,Transmission_Manual,Transmission_Semi-Automatic,Price
0.13043478260868824,0.35,0.48644647608378183,0.9999999999999999,0.25,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5981
0.30434782608695343,0.55,0.2003120811410967,0,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9697
0.7391304347826093,0.475,0.12705970218923587,0.9999999999999999,0.25,11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,14837
0.2608695652173907,0.875,0.13715566047172265,0,0.25,27,0,0,0,0,0,0,0,0,1,1,0,0,1,0,11576
0,0.6,0.858229806,0.33333333333333337,0.5,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2351
0.9130434782608603,0.125,0.11541334080194185,0,0,16,0,0,0,0,0,0,1,0,0,0,0,1,1,0,11207
0.7826086956521721,0.2,0.070805076,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13374
0,0.8999999999999999,0.13933289321890358,0,0.25,23,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8863
0.13043478260868824,0.25,0.4555751161968779,0.9999999999999999,0.75,23,0,0,0,0,0,0,0,1,0,1,0,0,1,0,6266
0.2608695652173907,0.44999999999999996,0.3330732657157528,0.6666666666666666,0.25,13,0,0,1,0,0,0,0,0,0,0,1,0,1,0,7701
0.6956521739130324,0.725,0.066160535,0.33333333333333337,0.75,16,0,0,0,0,0,0,1,0,0,0,0,1,0,1,12402
0.4782608695652186,0.2,0.30728989537279694,0,0.75,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8856
0.956521739,0.575,0.2644854328792153,0.9999999999999999,0.5,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14413
0.7391304347826093,0.32499999999999996,0.4757103513580198,0.9999999999999999,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10645
0.8695652173912976,0.925,0.7026560238995472,0.33333333333333337,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,12584
0.5652173913043441,0.22499999999999998,0.40607557965070923,0.6666666666666666,0.75,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9963
0.30434782608695343,0.725,0.7122451837477745,0.6666666666666666,1,28,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9327
0.3478260869565162,0.625,0.29459659511472985,0.33333333333333337,0,21,0,0,0,0,0,0,0,0,1,1,0,0,1,0,10232
0.7391304347826093,0.32499999999999996,0.612139156,0.9999999999999999,0,18,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9327
0.5652173913043441,0.575,0.26726615586719216,0.33333333333333337,1,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11696
0.43478260869564167,0.55,0.44154480164842863,0.6666666666666666,0.75,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9150
0.21739130434782794,0.875,0.061899427,0,1,20,0,0,0,0,0,1,0,0,0,0,0,1,1,0,9728
0.5652173913043441,0.625,0.8781816605650803,0.6666666666666666,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7231
0,0.1,0.556894793,0.9999999999999999,0.75,26,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4159
0.7391304347826093,0.30000000000000004,0.9247004221097486,0,0.75,14,0,0,1,0,0,0,0,0,0,0,1,0,1,0,6852
0.17391304347825098,0,0.3147151592747448,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4411
0.17391304347825098,0.05,0.312147825,0.33333333333333337,0.5,15,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6627
0.30434782608695343,0.9750000000000001,0.4016577643520649,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8690
0,0.725,0.18669854162082142,0,0.75,8,0,0,0,1,0,0,0,0,0,0,1,0,1,0,7879
0.13043478260868824,0.725,0.43959096,0.9999999999999999,0.5,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9762
1,0.65,0.7944765639066157,0.9999999999999999,0.25,22,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11833
0.4782608695652186,0.32499999999999996,0.8513780249531545,0.9999999999999999,1,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6092
0.3913043478260789,0.35,0.8794686618520815,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3924
0.2608695652173907,0.44999999999999996,0.3676122458505878,0.33333333333333337,0.5,11,0,0,0,0,1,0,0,0,0,1,0,0,1,0,8494
0.3913043478260789,0.05,0.37150659171384565,0.9999999999999999,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9271
0.5652173913043441,0.22499999999999998,0.6834443622008388,0,0.25,16,0,0,0,0,0,0,1,0,0,0,0,1,1,0,5799
0.17391304347825098,0.9750000000000001,0.5843119210994858,0.33333333333333337,1,10,0,0,0,0,0,0,1,0,0,0,0,1,0,1,6694
0.956521739,0.7,0.6383026253492574,0.33333333333333337,0.25,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10670
0.3478260869565162,0.2,0.9358699928648115,0.33333333333333337,0,15,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4685
0.6521739130434696,0.4,0.22256453344536245,0.9999999999999999,0,8,0,0,0,1,0,0,0,0,0,1,0,0,0,1,11864
0.8695652173912976,0.55,0.293559659,0.33333333333333337,1,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,13538
0.4782608695652186,0.475,0.9368935923340068,0.33333333333333337,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6679
0.7391304347826093,0.2,0.073852535,0,0.25,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10556
0.13043478260868824,0.25,0.959259407,0.33333333333333337,0.5,21,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3245
0.30434782608695343,0.65,0.3430291875887731,0.33333333333333337,0.5,25,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11241
0.21739130434782794,0.35,0.20102226578910518,0,1,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8293
0.3478260869565162,0.075,0.627069705,0,0.25,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5538
0.17391304347825098,0.75,0.2844839658311161,0.33333333333333337,0.5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9093
0.6521739130434696,0.95,0.3353471902694701,0.6666666666666666,0.25,15,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14887
0.30434782608695343,0.42500000000000004,0.4910776801968512,0.9999999999999999,0.25,5,0,0,0,0,0,0,1,0,0,0,1,0,1,0,6953
0.4782608695652186,0.75,0.46758157120851424,0.6666666666666666,1,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8594
0.21739130434782794,0.55,0.5185514900540807,0.9999999999999999,0.75,21,0,0,0,0,0,0,0,0,1,1,0,0,0,1,7689
0,0.75,0.7908956328645448,0.6666666666666666,1,17,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4355
0.086956522,0.75,0.9079894105800842,0.33333333333333337,0.5,14,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4252
0.3478260869565162,0.8999999999999999,0.549656244,0,0.75,20,0,0,0,0,0,1,0,0,0,0,0,1,1,0,7802
0.7826086956521721,0.44999999999999996,0.5345523169357366,0.6666666666666666,0.5,28,0,0,0,0,1,0,0,0,0,0,0,1,1,0,9093
0.30434782608695343,0.125,0.10258667253485908,0.9999999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7084
0.8260869565217348,0.22499999999999998,0.022405825514633805,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,15065
0.30434782608695343,0.9750000000000001,0.077326772,0,0.75,7,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11635
0.7391304347826093,0.42500000000000004,0.8083134948419922,0,1,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9550
0.7391304347826093,0.075,0.5071251858816626,0.9999999999999999,1,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9957
0.956521739,0.6,0.8297790758930655,0.9999999999999999,0.25,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10622
0.30434782608695343,0.32499999999999996,0.2548429258273818,0.33333333333333337,1,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8970
0.7391304347826093,0.725,0.006651729,0.33333333333333337,0.25,29,1,0,0,0,0,0,0,0,0,0,1,0,0,1,14059
0.7826086956521721,0.25,0.40524536379458664,0.6666666666666666,0.75,25,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11568
1,0.625,0.4649608898313562,0,1,17,0,0,0,0,0,0,0,0,1,0,0,1,0,1,11710
0.30434782608695343,0.875,0.17692266655997227,0.33333333333333337,0.25,14,0,0,1,0,0,0,0,0,0,1,0,0,1,0,11638
0.8695652173912976,0.175,0.651969512,0,1,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9388
0.17391304347825098,0.95,0.47287294696621124,0.33333333333333337,0.25,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8263
0.8695652173912976,0.8999999999999999,0.6380725655337054,0.33333333333333337,0.75,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10872
0.6521739130434696,0.15000000000000002,0.8652516320910103,0,0.75,28,0,0,0,0,1,0,0,0,0,1,0,0,1,0,7009
0.6521739130434696,0.7749999999999999,0.6575843052526991,0.33333333333333337,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10255
0.30434782608695343,0.7,0.9088496342382353,0.6666666666666666,1,21,0,0,0,0,0,0,0,0,1,1,0,0,1,0,6547
0.5652173913043441,0.025000000000000022,0.9818919585758964,0.6666666666666666,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3209
0.043478260869562746,0.475,0.8628510079287282,0.6666666666666666,1,26,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2123
0.6086956521739069,0.7749999999999999,0.056931469,0.9999999999999999,1,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13558
0.7391304347826093,0.8999999999999999,0.6577776888657717,0.33333333333333337,0,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9853
0.30434782608695343,0.8,0.4328658784617334,0.33333333333333337,0.75,29,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9302
0.4782608695652186,0.2,0.8709664512773321,0.33333333333333337,0.75,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3975
0.6956521739130324,0.375,0.4062056134594995,0.9999999999999999,1,22,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10962
0.4782608695652186,0.4,0.359770207,0.6666666666666666,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,7841
0.4782608695652186,0.925,0.6799601229653043,0.9999999999999999,0.5,21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9520
0.3913043478260789,0.5,0.057464941,0.9999999999999999,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11454
0.956521739,0.7,0.9171851348017152,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10997
0.6956521739130324,0.44999999999999996,0.6778062296197012,0.33333333333333337,0.5,9,0,0,0,0,0,0,0,1,0,0,1,0,0,1,8633
0.6086956521739069,0.44999999999999996,0.6341282066670667,0.9999999999999999,0.25,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9795
0.5652173913043441,1,0.6273964564120005,0.9999999999999999,0.5,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12736
0.43478260869564167,0.25,0.7607944732297064,0.33333333333333337,0.75,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5535
0.043478260869562746,0.32499999999999996,0.2208540887297364,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5374
0.956521739,0.875,0.5423776848647315,0.6666666666666666,0.25,7,0,0,0,0,0,0,0,1,0,1,0,0,0,1,13946
0.21739130434782794,0.30000000000000004,0.6382892885483559,0,0.75,19,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3970
0.043478260869562746,0.75,0.029784410613426158,0.9999999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,8220
0.5217391304347814,0.4,0.037303032121684974,0.9999999999999999,1,11,0,0,0,0,1,0,0,0,0,0,1,0,1,0,11075
0.13043478260868824,0.7,0.7868612505918205,0.33333333333333337,0.25,4,0,0,0,1,0,0,0,0,0,1,0,0,0,1,6079
0.8260869565217348,0.725,0.044371537,0.9999999999999999,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14433
1,0.8999999999999999,0.9139442921826342,0,0.5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,12117
0.43478260869564167,0.6,0.028797487346710147,0.6666666666666666,0.5,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10326
0.7826086956521721,0.32499999999999996,0.33081267796293706,0.33333333333333337,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11815
0.5652173913043441,0.625,0.5594254506171604,0,0.5,14,0,0,1,0,0,0,0,0,0,0,1,0,0,1,9143
0.7826086956521721,0.5,0.6032001653763311,0.6666666666666666,0.5,6,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9881
0.7826086956521721,0.75,0.22113082734844391,0.33333333333333337,0.25,5,0,0,0,0,0,0,1,0,0,0,0,1,1,0,12173
0.30434782608695343,0.1,0.9302618680857023,0.9999999999999999,0.5,8,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2019
0.5652173913043441,0.44999999999999996,0.21140496529097566,0.6666666666666666,1,12,0,1,0,0,0,0,0,0,0,0,0,1,1,0,9531
0.6086956521739069,0.275,0.6392295330119164,0.9999999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,6565
1,0.725,0.1936570174912144,0.33333333333333337,0.25,10,0,0,0,0,0,0,1,0,0,0,1,0,0,1,14737
0.086956522,0.875,0.2892018591500457,0,1,29,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7464
0.8695652173912976,0.7,0.8585432212375217,0.33333333333333337,0.5,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10249
0.5652173913043441,0.75,0.7102746714145678,0.6666666666666666,0.75,9,0,0,0,0,0,0,0,1,0,0,0,0,1,0,7738
0.7391304347826093,0.22499999999999998,0.39316222217776625,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,8741
0.3478260869565162,0.875,0.5961950107027827,0.33333333333333337,0.75,27,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9423
0.086956522,0.725,0.9388807756683404,0,0.5,9,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2967
0.5652173913043441,0.1,0.43831396163002384,0.33333333333333337,1,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8270
0.5652173913043441,0.725,0.071265196,0.9999999999999999,0.5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,13472
0.8695652173912976,0.675,0.4950087022625883,0.33333333333333337,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,10830
0.7391304347826093,0.525,0.6314108334833723,0.9999999999999999,0.75,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10512
0.3478260869565162,0.625,0.5970952447636385,0,0.5,27,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6417
0.6521739130434696,0.925,0.7346610118630844,0.9999999999999999,0,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8892
0.8695652173912976,0.925,0.4406979147911791,0,0,20,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12156
0.3913043478260789,0.2,0.504211095,0.6666666666666666,0,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7075
0.3913043478260789,0.25,0.6157267556231286,0.9999999999999999,0,18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5106
0.043478260869562746,0.7749999999999999,0.10861824074259309,0.33333333333333337,0.75,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9347
0.5652173913043441,0.55,0.8455064983562393,0,0.75,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8127
0.8695652173912976,0.825,0.6241556137929195,0.9999999999999999,0.5,23,0,0,0,0,0,0,0,1,0,0,1,0,1,0,11655
0.17391304347825098,0.5,0.7749114769840159,0.33333333333333337,0.5,10,0,0,0,0,0,0,1,0,0,0,1,0,1,0,4651
0.8260869565217348,0.925,0.38047892452037535,0.9999999999999999,0.75,7,0,0,0,0,0,0,0,1,0,0,0,1,1,0,12217
0.17391304347825098,0.075,0.2647755082988244,0.6666666666666666,0.75,23,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8511
0.8260869565217348,0.30000000000000004,0.4260307679996799,0.9999999999999999,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9443
0.086956522,0.125,0.076986683,0,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7237
0.43478260869564167,0.725,0.089706657,0.33333333333333337,0.5,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11961
0.9130434782608603,0.275,0.9667246817505885,0.6666666666666666,0.5,23,0,0,0,0,0,0,0,1,0,0,0,1,1,0,6700
0.043478260869562746,0.55,0.14016644327525157,0,0.5,15,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6758
0.7826086956521721,0.625,0.7788324964490767,0.6666666666666666,0.25,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,10327
1,0.7749999999999999,0.22354812251185308,0.6666666666666666,0.5,13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,17258
0.7391304347826093,0.375,0.8547388987803496,0,0,29,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8572
0.43478260869564167,0.22499999999999998,0.5318749541547468,0,0.75,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5809
0.6086956521739069,0.7,0.019511739718993604,0.9999999999999999,1,10,0,0,0,0,0,0,1,0,0,1,0,0,0,1,13982
0.086956522,0.9750000000000001,0.11075879728729471,0,0.25,28,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11435
0.5652173913043441,0.95,0.6880322217109782,0.6666666666666666,0.75,18,0,1,0,0,0,0,0,0,0,0,0,1,1,0,8672
0.6956521739130324,0.75,0.5861790732257053,0.33333333333333337,1,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10883
0.21739130434782794,0.65,0.5236294769973526,0,0,28,0,0,0,0,1,0,0,0,0,0,0,1,0,1,6058
0.6521739130434696,0.475,0.439250872,0,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12364
0.043478260869562746,0.30000000000000004,0.062032795,0.33333333333333337,1,13,0,0,1,0,0,0,0,0,0,0,0,1,1,0,6227
0.6521739130434696,0.275,0.18170390968318428,0.33333333333333337,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11109
0.5652173913043441,0.1,0.7710838151252659,0.33333333333333337,0.5,16,0,0,0,0,0,0,1,0,0,1,0,0,0,1,6774
0,0.675,0.5559812217843306,0,0.25,20,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6464
0.086956522,0.75,0.054270777068704534,0.9999999999999999,0.25,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8373
0.6521739130434696,0.475,0.8428824827788558,0.33333333333333337,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7443
0.30434782608695343,0.05,0.8988637045631864,0.33333333333333337,0.75,26,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4507
0,0.44999999999999996,0.8824694420549343,0,1,26,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3606
0.6086956521739069,0.75,0.9599195790905636,0.9999999999999999,0.25,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6541
0.043478260869562746,0.2,0.14394075793039524,0.9999999999999999,0.25,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6836
0.043478260869562746,0.875,0.9333960162975707,0.33333333333333337,0,23,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3300
0.3913043478260789,0,0.9559818886243756,0,1,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2065
0.4782608695652186,0.32499999999999996,0.002867412,0.33333333333333337,0.25,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,11682
0.5652173913043441,0.625,0.31090750261734723,0,0.75,8,0,0,0,1,0,0,0,0,0,0,1,0,0,1,10634
0.17391304347825098,0.675,0.3698361574009243,0.33333333333333337,0.25,29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6781
0.7826086956521721,0.05,0.5560879161915431,0.9999999999999999,0.25,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,7363
0.956521739,0.7,0.6201945839251538,0.6666666666666666,0.5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12279
0.21739130434782794,0,0.2293729703056128,0,0.5,14,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6223
0.7826086956521721,0.675,0.5239895706216949,0.9999999999999999,0.25,18,0,1,0,0,0,0,0,0,0,0,0,1,0,1,10056
0.30434782608695343,0.725,0.32450103693627014,0.33333333333333337,0.5,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8153
0.6956521739130324,0.625,0.9051420035875994,0.9999999999999999,0.75,21,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6970
0.5652173913043441,0.825,0.7516187542094278,0.6666666666666666,1,23,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9790
0.43478260869564167,0.7,0.17009422449836958,0.9999999999999999,0.25,20,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11379
0.5217391304347814,0.8,0.025069851494721962,0,1,17,0,0,0,0,0,0,0,0,1,1,0,0,0,1,13749
0.3913043478260789,0.4,0.8815158607904722,0.33333333333333337,0,12,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5111
0.5217391304347814,0.825,0.5131134094864664,0.9999999999999999,0.25,29,1,0,0,0,0,0,0,0,0,0,0,1,1,0,8921
0.43478260869564167,0.175,0.38449663579197263,0,1,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6493
0.3913043478260789,0.475,0.3559458792619415,0.33333333333333337,0.25,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,7564
0.4782608695652186,0,0.9319756470015538,0,0.5,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2809
0.8695652173912976,0.175,0.039116837044298185,0.33333333333333337,0,25,0,0,0,0,1,0,0,0,0,0,0,1,1,0,11564
0.6086956521739069,0.35,0.7694067124118937,0.33333333333333337,0,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6084
0.8695652173912976,0.675,0.7216976413867605,0,0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11970
0.13043478260868824,0.4,0.44858996672468177,0.9999999999999999,0.25,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4908
0.2608695652173907,0.875,0.5428978200998926,0,0.5,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,9142
1,0.725,0.3749474863464501,0,0.25,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,13650
0.7391304347826093,0.22499999999999998,0.20256933469368701,0,0,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13384
0.5217391304347814,0.55,0.071668634,0.6666666666666666,0.75,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11969
0.7391304347826093,0.275,0.6634424950487127,0.33333333333333337,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8819
0.2608695652173907,0.25,0.038543355,0.9999999999999999,0.75,12,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10168
0.3913043478260789,0.44999999999999996,0.2665259634171552,0.33333333333333337,0.25,12,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10000
0.6086956521739069,0.725,0.31845613192763456,0.6666666666666666,0.25,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13789
0.9130434782608603,0.825,0.7663592534058855,0.6666666666666666,0.25,16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10102
0.2608695652173907,0.075,0.6505158007748681,0.6666666666666666,1,23,0,0,0,0,0,0,0,1,0,0,1,0,1,0,4297
0.4782608695652186,0.75,0.45645534505638136,0.9999999999999999,0,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,11161
0.13043478260868824,0.55,0.2833403351538067,0.33333333333333337,0,15,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6499
0.7391304347826093,0.42500000000000004,0.5742259654176752,0.33333333333333337,0.25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11955
0.7391304347826093,0.825,0.5984989430585286,0,1,17,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11409
0.6086956521739069,0.32499999999999996,0.005758164,0.6666666666666666,0.25,25,0,0,0,0,1,0,0,0,0,1,0,0,1,0,12564
0.3478260869565162,0.55,0.0851288,0.9999999999999999,0.75,16,0,0,0,0,0,0,1,0,0,1,0,0,1,0,11188
0.30434782608695343,0.725,0.703973033,0.9999999999999999,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,8376
0.6086956521739069,0.75,0.6079547348977401,0.9999999999999999,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10152
0.43478260869564167,0.15000000000000002,0.37650122365148275,0,1,25,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7941
0.3913043478260789,0.275,0.4069124639072826,0.6666666666666666,0.75,15,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7958
0.3478260869565162,0.625,0.9893305592787458,0.33333333333333337,0,23,0,0,0,0,0,0,0,1,0,1,0,0,0,1,6065
